Class	Gene	Accession	Drug
beta-lactam	blaSHV-51_1	AY289548	ampicillin
beta-lactam	blaSHV-52_1	HQ845196	ampicillin
beta-lactam	blaSHV-55_1	DQ054528	ampicillin,ceftriaxone
beta-lactam	blaSHV-56_1	EU586041	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaSHV-56_2	AY352599	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaSHV-57_1	AY223863	ampicillin,ceftriaxone
beta-lactam	blaSHV-59_1	AY790341	ampicillin
beta-lactam	blaSHV-60_1	AB302939	ampicillin
beta-lactam	blaSHV-61_1	AJ866284	ampicillin
beta-lactam	blaSHV-62_1	AJ866285	ampicillin
beta-lactam	blaSHV-62_2	GU064395	ampicillin
beta-lactam	blaSHV-63_1	EU342351	ampicillin
beta-lactam	blaSHV-64_1	DQ174304	ampicillin,ceftriaxone
beta-lactam	blaSHV-65_1	DQ174305	ampicillin
beta-lactam	blaSHV-66_1	DQ174306	ampicillin,ceftriaxone
beta-lactam	blaSHV-67_1	DQ174307	ampicillin
beta-lactam	blaSHV-69_1	DQ174308	ampicillin
beta-lactam	blaSHV-70_1	DQ013287	ampicillin,ceftriaxone
beta-lactam	blaSHV-71_1	EF373974	ampicillin
beta-lactam	blaSHV-71_2	DQ296194	ampicillin
beta-lactam	blaSHV-72_1	AM176547	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaSHV-73_1	AM176548	ampicillin
beta-lactam	blaSHV-74_1	AM176549	ampicillin
beta-lactam	blaSHV-75_1	AM176550	ampicillin
beta-lactam	blaSHV-76_1	AM176551	ampicillin
beta-lactam	blaSHV-77_1	EF373975	ampicillin
beta-lactam	blaSHV-78_1	AM176553	ampicillin
beta-lactam	blaSHV-79_1	AM176554	ampicillin
beta-lactam	blaSHV-80_1	AM176555	ampicillin
beta-lactam	blaSHV-81_1	AM176556	ampicillin
beta-lactam	blaSHV-82_1	AM176557	ampicillin
beta-lactam	blaSHV-83_1	AM176558	ampicillin
beta-lactam	blaSHV-85_1	DQ322460	ampicillin
beta-lactam	blaSHV-86_1	DQ328802	ampicillin,ceftriaxone
beta-lactam	blaSHV-89_1	DQ193536	ampicillin
beta-lactam	blaSHV-92_1	DQ836922	ampicillin
beta-lactam	blaSHV-93_1	EF373969	ampicillin
beta-lactam	blaSHV-94_1	EF373970	ampicillin
beta-lactam	blaSHV-95_1	EF373972	ampicillin
beta-lactam	blaSHV-96_1	EF373971	ampicillin
beta-lactam	blaSHV-97_1	EF373973	ampicillin
beta-lactam	blaSHV-98_1	AM941844	ampicillin,ceftriaxone
beta-lactam	blaSHV-99_1	AM941845	ampicillin,ceftriaxone
beta-lactam	blaSHV-100_1	AM941846	ampicillin,ceftriaxone
beta-lactam	blaSHV-101_1	EU155018	ampicillin
beta-lactam	blaSHV-102_2	EU024485	ampicillin,ceftriaxone
beta-lactam	blaSHV-103_1	EU032604	ampicillin
beta-lactam	blaSHV-104_1	EU274581	ampicillin,ceftriaxone
beta-lactam	blaSHV-105_1	FJ194944	ampicillin,ceftriaxone
beta-lactam	blaSHV-106_1	AM922307	ampicillin
beta-lactam	blaSHV-107_1	AM922308	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaSHV-108_1	AM922309	ampicillin
beta-lactam	blaSHV-109_1	EU418913	ampicillin
beta-lactam	blaSHV-110_1	HQ877615	ampicillin
beta-lactam	blaSHV-120_1	JF812965	ampicillin
beta-lactam	blaSHV-121_1	GQ428198	ampicillin
beta-lactam	blaSHV-122_1	HM751103	ampicillin
beta-lactam	blaSHV-128_1	GU932590	ampicillin
beta-lactam	blaSHV-129_1	GU827715	ampicillin
beta-lactam	blaSHV-132_1	GU981741	ampicillin
beta-lactam	blaSHV-133_1	AB551737	ampicillin
beta-lactam	blaSHV-134_1	HM559945	ampicillin,ceftriaxone
beta-lactam	blaSHV-135_1	HQ637576	ampicillin
beta-lactam	blaSHV-137_1	HQ661363	ampicillin
beta-lactam	blaSHV-140_1	JN051143	ampicillin
beta-lactam	blaSHV-141_1	JQ388884	ampicillin
beta-lactam	blaSHV-142_1	JQ029959	ampicillin
beta-lactam	blaSHV-143_1	JQ341060	ampicillin
beta-lactam	blaSHV-144_1	JQ926986	ampicillin
beta-lactam	blaSHV-145_1	JX013655	ampicillin
beta-lactam	blaSHV-147_1	JX121114	ampicillin
beta-lactam	blaSHV-148_1	JX121115	ampicillin
beta-lactam	blaSHV-149_1	JX121116	ampicillin
beta-lactam	blaSHV-150_1	JX121117	ampicillin
beta-lactam	blaSHV-151_1	JX121118	ampicillin
beta-lactam	blaSHV-152_1	JX121119	ampicillin
beta-lactam	blaSHV-153_1	JX121120	ampicillin
beta-lactam	blaSHV-154_1	JX121121	ampicillin
beta-lactam	blaSHV-155_1	JX121122	ampicillin
beta-lactam	blaSHV-156_1	JX121123	ampicillin
beta-lactam	blaSHV-157_1	JX121124	ampicillin
beta-lactam	blaSHV-158_1	JX121125	ampicillin
beta-lactam	blaSHV-159_1	JX121126	ampicillin
beta-lactam	blaSHV-160_1	JX121127	ampicillin
beta-lactam	blaSHV-161_1	JX121128	ampicillin
beta-lactam	blaSHV-162_1	JX121129	ampicillin
beta-lactam	blaSHV-163_1	JX121130	ampicillin
beta-lactam	blaSHV-164_1	HE981194	ampicillin
beta-lactam	blaSHV-165_1	JX121131	ampicillin
beta-lactam	blaSHV-168_1	JX870080	ampicillin
beta-lactam	blaSHV-172_1	KF513177	ampicillin
beta-lactam	blaSHV-173_1	KF513178	ampicillin
beta-lactam	blaSHV-178_1	KF705209	ampicillin
beta-lactam	blaSHV-179_1	KF705208	ampicillin
beta-lactam	blaTEM-1A_4	HM749966	ampicillin
beta-lactam	blaTEM-1B_1	JF910132	ampicillin
beta-lactam	blaTEM-1C_5	FJ560503	ampicillin
beta-lactam	blaTEM-1D_83	AF188200	ampicillin
beta-lactam	blaTEM-2_1	X54606	ampicillin
beta-lactam	blaTEM-2_3	AJ251946	ampicillin
beta-lactam	blaTEM-3_1	X64523	ampicillin,ceftriaxone
beta-lactam	blaTEM-6_1	X57972	ampicillin,ceftriaxone
beta-lactam	blaTEM-8_1	X65252	ampicillin,ceftriaxone
beta-lactam	blaTEM-10_1	AF093512	ampicillin,ceftriaxone
beta-lactam	blaTEM-11_1	AY874537	ampicillin,ceftriaxone
beta-lactam	blaTEM-12_1	M88143	ampicillin,ceftriaxone
beta-lactam	blaTEM-15_1	AM849805	ampicillin,ceftriaxone
beta-lactam	blaTEM-16_1	X65254	ampicillin,ceftriaxone
beta-lactam	blaTEM-17_1	Y14574	ampicillin,ceftriaxone
beta-lactam	blaTEM-20_1	EU527189	ampicillin,ceftriaxone
beta-lactam	blaTEM-21_1	Y17582	ampicillin,ceftriaxone
beta-lactam	blaTEM-22_1	Y17583	ampicillin,ceftriaxone
beta-lactam	blaTEM-24_1	GQ293500	ampicillin,ceftriaxone
beta-lactam	blaTEM-28_1	ECU37195	ampicillin,ceftriaxone
beta-lactam	blaTEM-29_1	DQ269440	ampicillin,ceftriaxone
beta-lactam	blaTEM-30_1	AJ437107	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-33_1	GU371926	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-34_1	KC292503	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-43_1	KPU95363	ampicillin,ceftriaxone
beta-lactam	blaTEM-45_1	X95401	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-47_1	Y10279	ampicillin,ceftriaxone
beta-lactam	blaTEM-48_1	Y10280	ampicillin,ceftriaxone
beta-lactam	blaTEM-49_1	Y10281	ampicillin,ceftriaxone
beta-lactam	blaTEM-52C_2	EF141186	ampicillin,ceftriaxone
beta-lactam	blaTEM-52B_1	AF027199	ampicillin,ceftriaxone
beta-lactam	blaTEM-53_1	AF104441	ampicillin,ceftriaxone
beta-lactam	blaTEM-54_1	AF104442	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-55_1	DQ286729	ampicillin
beta-lactam	blaTEM-57_1	FJ405211	ampicillin
beta-lactam	blaTEM-60_1	AF047171	ampicillin,ceftriaxone
beta-lactam	blaTEM-63_1	AF332513	ampicillin,ceftriaxone
beta-lactam	blaTEM-67_1	AF091113	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-68_1	AJ239002	ampicillin
beta-lactam	blaTEM-70_1	AF188199	ampicillin
beta-lactam	blaTEM-71_1	AF203816	ampicillin
beta-lactam	blaTEM-72_1	AF157553	ampicillin
beta-lactam	blaTEM-76_1	AF190694	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-77_1	AF190695	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-78_1	AF190693	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-79_1	AF190692	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-80_1	AF347054	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-81_1	AF427127	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-82_1	AF427128	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-83_1	AF427129	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-84_1	AF427130	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-85_1	AJ277414	ampicillin,ceftriaxone
beta-lactam	blaTEM-86_1	AJ277415	ampicillin,ceftriaxone
beta-lactam	blaTEM-87_1	AF250872	ampicillin,ceftriaxone
beta-lactam	blaTEM-88_1	AY027590	ampicillin,ceftriaxone
beta-lactam	blaTEM-90_1	AF351241	ampicillin
beta-lactam	blaTEM-91_1	AB049569	ampicillin,ceftriaxone
beta-lactam	blaTEM-92_1	AF143804	ampicillin,ceftriaxone
beta-lactam	blaTEM-93_1	AJ318093	ampicillin,ceftriaxone
beta-lactam	blaTEM-94_1	AJ318094	ampicillin,ceftriaxone
beta-lactam	blaTEM-95_1	AJ308558	ampicillin
beta-lactam	blaTEM-96_1	AY092401	ampicillin
beta-lactam	blaTEM-97_1	AF397067	ampicillin
beta-lactam	blaTEM-98_1	AF397068	ampicillin
beta-lactam	blaTEM-99_1	AF397066	ampicillin
beta-lactam	blaTEM-101_1	AF495873	ampicillin,ceftriaxone
beta-lactam	blaTEM-102_1	AY040093	ampicillin,ceftriaxone
beta-lactam	blaTEM-104_1	AF516719	ampicillin
beta-lactam	blaTEM-105_1	AF516720	ampicillin
beta-lactam	blaTEM-106_1	AY101578	ampicillin,ceftriaxone
beta-lactam	blaTEM-107_1	AY101764	ampicillin,ceftriaxone
beta-lactam	blaTEM-108_1	AF506748	ampicillin
beta-lactam	blaTEM-109_1	AY628175	ampicillin,amoxicillin/clavulanic acid,ceftriaxone
beta-lactam	blaTEM-110_1	AY072920	ampicillin
beta-lactam	blaTEM-111_1	AF468003	ampicillin
beta-lactam	blaTEM-112_1	AY589493	ampicillin,ceftriaxone
beta-lactam	blaTEM-113_1	AY589494	ampicillin,ceftriaxone
beta-lactam	blaTEM-114_1	AY589495	ampicillin,ceftriaxone
beta-lactam	blaTEM-115_1	AF535127	ampicillin,ceftriaxone
beta-lactam	blaTEM-116_4	GU188444	ampicillin
beta-lactam	blaTEM-116_7	AY425988	ampicillin
beta-lactam	blaTEM-120_1	AY243512	ampicillin,ceftriaxone
beta-lactam	blaTEM-121_1	AY307374	ampicillin,amoxicillin/clavulanic acid,ceftriaxone
beta-lactam	blaTEM-122_1	AY307100	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-123_1	AY327539	ampicillin,ceftriaxone
beta-lactam	blaTEM-124_1	AY327540	ampicillin,ceftriaxone
beta-lactam	blaTEM-125_1	AY628176	ampicillin,amoxicillin/clavulanic acid,ceftriaxone
beta-lactam	blaTEM-126_1	AY628199	ampicillin,ceftriaxone
beta-lactam	blaTEM-127_1	AY368236	ampicillin
beta-lactam	blaTEM-128_1	AY359287	ampicillin
beta-lactam	blaTEM-129_1	AY452662	ampicillin,ceftriaxone
beta-lactam	blaTEM-130_1	AJ866988	ampicillin,ceftriaxone
beta-lactam	blaTEM-131_1	AY436361	ampicillin,ceftriaxone
beta-lactam	blaTEM-132_1	AY491682	ampicillin,ceftriaxone
beta-lactam	blaTEM-133_1	AY528425	ampicillin,ceftriaxone
beta-lactam	blaTEM-134_1	AY574271	ampicillin,ceftriaxone
beta-lactam	blaTEM-135_1	GQ896333	ampicillin
beta-lactam	blaTEM-136_1	AY826417	ampicillin,ceftriaxone
beta-lactam	blaTEM-137_1	AM286274	ampicillin,ceftriaxone
beta-lactam	blaTEM-138_1	AY853593	ampicillin,ceftriaxone
beta-lactam	blaTEM-139_1	DQ072853	ampicillin,ceftriaxone
beta-lactam	blaTEM-141_1	AY956335	ampicillin
beta-lactam	blaTEM-142_1	DQ388882	ampicillin
beta-lactam	blaTEM-143_1	DQ075245	ampicillin,ceftriaxone
beta-lactam	blaTEM-144_1	DQ256080	ampicillin,ceftriaxone
beta-lactam	blaTEM-145_1	DQ105528	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-146_1	DQ105529	ampicillin
beta-lactam	blaTEM-147_1	DQ279850	ampicillin,ceftriaxone
beta-lactam	blaTEM-148_1	AM087454	ampicillin
beta-lactam	blaTEM-149_1	DQ369751	ampicillin,ceftriaxone
beta-lactam	blaTEM-150_1	AM183304	ampicillin
beta-lactam	blaTEM-151_1	DQ834729	ampicillin,amoxicillin/clavulanic acid,ceftriaxone
beta-lactam	blaTEM-152_1	DQ834728	ampicillin,amoxicillin/clavulanic acid,ceftriaxone
beta-lactam	blaTEM-153_1	KC149518	ampicillin,ceftriaxone
beta-lactam	blaTEM-154_1	FJ807656	ampicillin,amoxicillin/clavulanic acid,ceftriaxone
beta-lactam	blaTEM-155_1	DQ679961	ampicillin,ceftriaxone
beta-lactam	blaTEM-156_1	AM941159	ampicillin
beta-lactam	blaTEM-157_1	DQ909059	ampicillin,ceftriaxone
beta-lactam	blaTEM-158_1	EF534736	ampicillin
beta-lactam	blaTEM-159_1	EF136376	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-160_1	EF136377	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-162_1	EF468463	ampicillin
beta-lactam	blaTEM-163_1	EU815939	ampicillin
beta-lactam	blaTEM-164_1	EU274580	ampicillin,ceftriaxone
beta-lactam	blaTEM-166_1	FJ197316	ampicillin
beta-lactam	blaTEM-167_1	FJ360884	ampicillin
beta-lactam	blaTEM-168_1	FJ919776	ampicillin
beta-lactam	blaTEM-169_1	FJ873740	ampicillin,ceftriaxone
beta-lactam	blaTEM-171_1	GQ149347	ampicillin
beta-lactam	blaTEM-176_1	GU550123	ampicillin
beta-lactam	blaTEM-177_1	FN652295	ampicillin,ceftriaxone
beta-lactam	blaTEM-178_1	X97254	ampicillin,amoxicillin/clavulanic acid,ceftriaxone
beta-lactam	blaTEM-182_1	HQ317449	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-183_1	HQ529916	ampicillin
beta-lactam	blaTEM-184_1	FR848831	ampicillin,ceftriaxone
beta-lactam	blaTEM-185_1	JF795538	ampicillin,amoxicillin/clavulanic acid
beta-lactam	blaTEM-186_1	JN227084	ampicillin
beta-lactam	blaTEM-187_1	HM246246	ampicillin,ceftriaxone
beta-lactam	blaTEM-188_1	JN211012	ampicillin,ceftriaxone
beta-lactam	blaTEM-189_1	JN254627	ampicillin
beta-lactam	blaTEM-190_1	JN416112	ampicillin
beta-lactam	blaTEM-193_1	JN935135	ampicillin
beta-lactam	blaTEM-194_1	JN935136	ampicillin
beta-lactam	blaTEM-195_1	JN935137	ampicillin
beta-lactam	blaTEM-197_1	HQ877606	ampicillin,ceftriaxone
beta-lactam	blaTEM-198_1	AB700703	ampicillin
beta-lactam	blaTEM-199_1	JX050178	ampicillin
beta-lactam	blaTEM-201_1	JX310327	ampicillin
beta-lactam	blaTEM-205_1	KC900516	ampicillin
beta-lactam	blaTEM-206_1	KC783461	ampicillin
beta-lactam	blaTEM-207_1	KC818234	ampicillin,ceftriaxone
beta-lactam	blaTEM-208_1	KC865667	ampicillin
beta-lactam	blaTEM-209_1	KF240808	ampicillin
beta-lactam	blaTEM-211_1	KF513179	ampicillin,ceftriaxone
beta-lactam	blaTEM-213_1	KF663615	ampicillin
beta-lactam	blaVEB-1_1	HM370393	ampicillin,ceftriaxone
beta-lactam	blaVEB-1_3	DQ393569	ampicillin,ceftriaxone
beta-lactam	blaVEB-1_4	AF324834	ampicillin,ceftriaxone
beta-lactam	blaVEB-2_1	AY027870	ampicillin,ceftriaxone
beta-lactam	blaVEB-3_1	AY536519	ampicillin,ceftriaxone
beta-lactam	blaVEB-4_1	EF136375	ampicillin,ceftriaxone
beta-lactam	blaVEB-5_1	EF420108	ampicillin,ceftriaxone
beta-lactam	blaVEB-6_1	EU259884	ampicillin,ceftriaxone
beta-lactam	blaVEB-7_1	FJ825622	ampicillin,ceftriaxone
beta-lactam	blaVEB-8_1	JX679208	ampicillin,ceftriaxone
beta-lactam	ampH_1	AJ276031	ampicillin
beta-lactam	ampH_2	HQ586946	ampicillin
beta-lactam	blaSMB-1_1	AB636283	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	POM-1_1	GU002295	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaCFE-1_1	AB107899	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaLAT-1_1	X78117	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaNPS_1	AY027589	ampicillin
beta-lactam	blaLCR-1_1	X56809	ampicillin
beta-lactam	blaNMC-A_1	AJ536087	ampicillin
beta-lactam	blaFAR-1_1	AF024601	ampicillin
beta-lactam	blaKHM-1_1	AB364006	ampicillin
beta-lactam	blaCEPH-A3_1	AY112998	ampicillin
beta-lactam	blaSIM-1_1	JF731030	ampicillin
beta-lactam	blaGIM-1_1	JF414726	ampicillin
beta-lactam	blaSPM-1_1	AY341249	ampicillin
beta-lactam	blaBES-1_1	AF234999	ampicillin
beta-lactam	blaSFO-1_1	AB003148	ampicillin
beta-lactam	blaTLA-1_1	AF148067	ampicillin
beta-lactam	hugA_1	AF324468	ampicillin
beta-lactam	blaDIM-1_1	GU323019	ampicillin
beta-lactam	blaAER-1_1	U14748	ampicillin
beta-lactam	blaBIC-1_1	GQ260093	ampicillin
beta-lactam	blaERP-1_1	AY077733	ampicillin
beta-lactam	blaPME-1_1	HQ541434	ampicillin
beta-lactam	blaJOHN-1_1	AY028464	ampicillin
beta-lactam	blaMUS-1_1	AF441286	ampicillin
beta-lactam	blaCGB-1_1	EF672680	ampicillin
beta-lactam	blaEBR-1_1	AF416700	ampicillin
beta-lactam	blaTUS-1_1	AF441287	ampicillin
beta-lactam	blaACI-1_1	AJ007350	ampicillin
beta-lactam	blaAST-1_1	AF279904	ampicillin
beta-lactam	blaCKO-1_1	AF477396	ampicillin
beta-lactam	blaCME-1_1	AJ006275	ampicillin
beta-lactam	blaDES-1_1	AF426161	ampicillin
beta-lactam	blaLUT-1_1	AY695112	ampicillin
beta-lactam	blaSED1_1	AF321608	ampicillin
beta-lactam	penA_1	AF515059	ampicillin
beta-lactam	imiH_1	AJ548797	ampicillin
beta-lactam	imiS_1	Y10415	ampicillin
beta-lactam	blaBIL-1_1	X74512	ampicillin
beta-lactam	blaCMG_1	AY265892	ampicillin
beta-lactam	blaTRU_1	EU046614	ampicillin
beta-lactam	blaZEG-1_1	AY265891	ampicillin
beta-lactam	ampS_1	X80276	ampicillin
beta-lactam	blaADC-25_1	EF016355	ampicillin
beta-lactam	blaA_1	DQ424965	ampicillin
beta-lactam	blaA_2	AY954728	ampicillin
beta-lactam	blaB-2_1	AF189300	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-3_1	AF189301	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-3_2	AF189299	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-5_1	AF189303	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-6_1	AF189302	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-7_1	AF189304	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-8_1	AF189305	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-9_1	AY348324	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-10_1	AY348325	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-11_1	AY348326	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-12_1	EF595958	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-13_1	EF595959	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaB-14_1	JN635697	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone
beta-lactam	blaL1_3	EF126059	ampicillin
beta-lactam	blaZ_32	AP004832	ampicillin
beta-lactam	blaZ_34	AP003139	ampicillin
beta-lactam	blaZ_35	AJ302698	ampicillin
beta-lactam	blaZ_36	AJ400722	ampicillin
beta-lactam	cfiA1_1	AB087225	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	cfiA2_1	AB087226	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	cfiA3_1	AB087228	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	cfiA4_1	AB087229	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	cfiA6_1	AB087231	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	cfiA8_1	AB087233	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	cfiA9_1	AB087234	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	cfiA10_1	AB087227	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	cfiA13_1	FM200787	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	cfiA14_1	FM200789	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	cfxA_1	U38243	ampicillin
beta-lactam	cfxA2_1	AF504914	ampicillin
beta-lactam	cfxA3_1	AF472622	ampicillin
beta-lactam	cfxA4_1	AY769933	ampicillin
beta-lactam	cfxA5_1	AY769934	ampicillin
beta-lactam	cfxA6_1	GQ342996	ampicillin
beta-lactam	cphA1_2	AY261377	ampicillin
beta-lactam	cphA1_1	AY261379	ampicillin
beta-lactam	cphA1_3	AY261378	ampicillin
beta-lactam	cphA1_4	AY261376	ampicillin
beta-lactam	cphA1_7	X57102	ampicillin
beta-lactam	cphA2_6	AHU60294	ampicillin
beta-lactam	cphA4_1	AY227050	ampicillin
beta-lactam	cphA5_1	AY227051	ampicillin
beta-lactam	cphA6_1	AY227052	ampicillin
beta-lactam	cphA7_1	AY227053	ampicillin
beta-lactam	cphA8_1	AY261375	ampicillin
beta-lactam	mecC_2	FR821779	penicillin
beta-lactam	mecA_4	AB033763	penicillin
beta-lactam	mecA_7	BA000018	penicillin
beta-lactam	mecA_10	AB512767	penicillin
beta-lactam	mecA_14	AB505630	penicillin
beta-lactam	mecA_15	AB505628	penicillin
beta-lactam	blaIMP-1_1	DQ522237	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-2_1	AJ243491	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-3_1	AB010417	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-4_1	AF244145	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-4_1	DQ307573	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-5_1	JF810083	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-6_1	AB188812	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-7_1	AF318077	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-8_1	EU042136	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-9_1	AY033653	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-10_1	AB195637	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-11_1	AB074436	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-12_3	AJ420864	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-13_1	AJ512502	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-14_1	AY553332	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-15_1	EF184216	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-16_1	AJ584652	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-18_1	EF184215	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-19_1	EF118171	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-20_1	AB196988	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-22_2	DQ361087	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-24_1	EF192154	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-25_1	HM175876	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-26_1	GU045307	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-27_1	JF894248	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-28_1	JQ407409	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-29_1	HQ438058	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-31_1	KF148593	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-32_1	JQ002629	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
beta-lactam	blaIMP-33_1	JN848782	ampicillin,amoxicillin/clavulanic acid,cefoxitin,ceftriaxone,meropenem
